model,order,level,success_rate,time_avg,time_var,steps,mean_f1_agent_0,mean_similarity_agent_0,mean_redundancy_agent_0,std_f1_agent_0,std_similarity_agent_0,std_redundancy_agent_0,mean_f1_agent_1,mean_similarity_agent_1,mean_redundancy_agent_1,std_f1_agent_1,std_similarity_agent_1,std_redundancy_agent_1,initiate_collaboration,respond_collaboration,overall_collaboration
Qwen_Qwen3-14B_Qwen_Qwen3-8B,boiled_potato_slices,2,0.3,40.666666666666664,3.6817870057290873,96.5,0.0,0.0,0.0,0.0,0.0,0.0,0.20326153392601903,0.32,0.1492279779044485,0.23602147100961993,0.3709447398198282,0.17579436011041757,0.0625,0.1875,0.125
Qwen_Qwen3-14B_Qwen_Qwen3-8B,boiled_green_bean_slices,2,0.2,60.0,37.0,108.2,0.0,0.0,0.0,0.0,0.0,0.0,0.05681024961343053,0.06000000000000001,0.05428571428571429,0.12489371665347353,0.128062484748657,0.12285714285714286,0.07692307692307693,0.15384615384615385,0.11538461538461539
Qwen_Qwen3-14B_Qwen_Qwen3-8B,boiled_corn_slices,2,0.4,76.5,25.154522456210533,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12442310580979213,0.28,0.08897578611864325,0.13477937823603656,0.31240998703626616,0.09761588580973612,0.08602150537634409,0.07526881720430108,0.08064516129032259
Qwen_Qwen3-14B_Qwen_Qwen3-8B,baked_pumpkin_slices,2,0.2,47.5,23.5,105.7,0.0,0.0,0.0,0.0,0.0,0.0,0.26961834295674986,0.32,0.24361111111111108,0.30159511074871204,0.3370459909270544,0.30618130370866986,0.20754716981132076,0.32075471698113206,0.2641509433962264
Qwen_Qwen3-4B_Qwen_Qwen3-14B,boiled_corn_slices,2,0.3,47.333333333333336,26.386023236217735,98.5,0.0,0.0,0.0,0.0,0.0,0.0,0.39064365701660375,0.48,0.35079365079365077,0.27640015824351705,0.32496153618543844,0.29625188631658117,0.14130434782608695,0.10869565217391304,0.125
Qwen_Qwen3-4B_Qwen_Qwen3-14B,baked_pumpkin_slices,2,0.3,45.333333333333336,25.302612952464457,97.9,0.0,0.0,0.0,0.0,0.0,0.0,0.210174017783005,0.28,0.16636002886002885,0.26665488850791663,0.3487119154832539,0.21501396459499755,0.1951219512195122,0.17073170731707318,0.18292682926829268
Qwen_Qwen3-4B_Qwen_Qwen3-14B,boiled_potato_slices,2,0.3,55.666666666666664,19.61858529274955,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0935832083158753,0.12,0.07539682539682539,0.14285836964204385,0.18330302779823363,0.11495957092754741,0.21428571428571427,0.10714285714285714,0.1607142857142857
Qwen_Qwen3-4B_Qwen_Qwen3-14B,boiled_green_bean_slices,2,0.3,82.33333333333333,30.00370347510824,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10415343097663583,0.12,0.1126984126984127,0.20732501969862738,0.24000000000000002,0.21274578955893977,0.3076923076923077,0.23076923076923078,0.2692307692307693
Qwen_Qwen3-1.7B_Qwen_Qwen3-14B,boiled_potato_slices,2,0.6,42.5,25.682354513037417,74.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3664542993545349,0.54,0.28756473141553784,0.2845555529049101,0.33526109228480416,0.24019986415024835,0.11904761904761904,0.15079365079365079,0.1349206349206349
Qwen_Qwen3-1.7B_Qwen_Qwen3-14B,baked_pumpkin_slices,2,0.7,32.0,13.2664991614216,59.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5024900975800295,0.6799999999999999,0.4029004329004328,0.19630729385442997,0.24000000000000005,0.16835750145507727,0.125,0.08189655172413793,0.10344827586206896
Qwen_Qwen3-1.7B_Qwen_Qwen3-14B,boiled_corn_slices,2,0.5,36.2,18.65904606350496,78.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4774495673757224,0.6,0.4201269841269841,0.3085242807947868,0.3577708763999664,0.30253885640887224,0.0945273631840796,0.10945273631840796,0.10199004975124379
Qwen_Qwen3-1.7B_Qwen_Qwen3-14B,boiled_green_bean_slices,2,0.8,26.875,4.456385867493972,46.3,0.0,0.0,0.0,0.0,0.0,0.0,0.6595366642001252,0.78,0.5903318903318903,0.06432186976853516,0.06000000000000001,0.15763025713415899,0.11313868613138686,0.13503649635036497,0.12408759124087591
Qwen_Qwen3-1.7B_Qwen_Qwen3-8B,baked_pumpkin_slices,2,0.7,33.285714285714285,5.310751512983173,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39215212341549466,0.6,0.3124615906968848,0.18148101599578967,0.30983866769659335,0.14571070064979585,0.27169811320754716,0.12452830188679245,0.19811320754716982
Qwen_Qwen3-1.7B_Qwen_Qwen3-8B,boiled_green_bean_slices,2,0.4,41.0,8.336666000266533,88.8,0.0,0.0,0.0,0.0,0.0,0.0,0.3500640233048555,0.5,0.2853768453768454,0.2836668887838895,0.3714835124201342,0.2849136996676954,0.23376623376623376,0.12337662337662338,0.17857142857142858
