model,order,level,success_rate,time_avg,time_var,steps,mean_f1_agent_0,mean_similarity_agent_0,mean_redundancy_agent_0,std_f1_agent_0,std_similarity_agent_0,std_redundancy_agent_0,mean_f1_agent_1,mean_similarity_agent_1,mean_redundancy_agent_1,std_f1_agent_1,std_similarity_agent_1,std_redundancy_agent_1,initiate_collaboration,respond_collaboration,overall_collaboration
Qwen_Qwen3-8B_Qwen_Qwen3-4B,baked_sweet_potato,1,0.3,0.0,0.0,120,0.3740512487836523,0.36,0.4,0.46359630903143945,0.4543126676640219,0.48989794855663565,0.23121950515961132,0.45,0.1514285714285714,0.24879167175957118,0.47169905660283024,0.16564037760726563,0.46885245901639344,0.04590163934426229,0.2573770491803279
Qwen_Qwen3-8B_Qwen_Qwen3-4B,baked_carrot_soup,3,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0856891101788459,0.1857142857142857,0.05641652542968332,0.03936051044554045,0.09147320339189782,0.029955466631514504,0.138676844783715,0.04198473282442748,0.09033078880407125
Qwen_Qwen3-8B_Qwen_Qwen3-4B,sliced_eggplant_and_chickpea_stew,4,0.0,0.0,0.0,120,0.14876065610558414,0.1375,0.17055555555555554,0.12616595879753142,0.11792476415070755,0.14734376534209104,0.0698595683439098,0.11111111111111112,0.053866588538315295,0.022991673626565415,1.3877787807814457e-17,0.027351444176507842,0.015568862275449102,0.025149700598802394,0.02035928143712575
Qwen_Qwen3-8B_Qwen_Qwen3-4B,boiled_corn_slices,2,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.05490840566694362,0.20000000000000004,0.030795777019483512,0.013374516008905301,2.7755575615628914e-17,0.00866788989737773,0.023728813559322035,0.04406779661016949,0.03389830508474576
Qwen_Qwen3-8B_Qwen_Qwen3-4B,sliced_bell_pepper_and_corn_stew,4,0.0,0.0,0.0,120,0.10536077354973532,0.1,0.13207070707070706,0.13361014566604576,0.12247448713915891,0.20370525154544528,0.07425032899615384,0.11111111111111112,0.055868864416818376,0.013656967421921781,1.3877787807814457e-17,0.015854342332142234,0.1808080808080808,0.020202020202020204,0.1005050505050505
Qwen_Qwen3-8B_Qwen_Qwen3-4B,baked_bell_pepper_soup,3,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.07187119874176552,0.12857142857142856,0.05058498364380717,0.032158588974363064,0.04285714285714285,0.0266963886940842,0.22461170848267623,0.016726403823178016,0.12066905615292713
Qwen_Qwen3-8B_Qwen_Qwen3-4B,baked_potato_soup,3,0.0,0.0,0.0,120,0.022939882034947397,0.02898550724637681,0.018633540372670808,0.10759758422520765,0.135954079994882,0.08739905142528132,0.10448575860986883,0.18633540372670807,0.07325108959301144,0.05050086351380519,0.14245148995254306,0.03110062445941495,0.03215926493108729,0.03215926493108729,0.03215926493108729
Qwen_Qwen3-8B_Qwen_Qwen3-4B,boiled_egg,1,1.0,0.0,0.0,36,1.0,1.0,1.0,0.0,0.0,0.0,0.5666640311107045,1.0,0.40198412698412705,0.16866674176650648,0.0,0.15414968446434962,0.20909090909090908,0.2909090909090909,0.25
Qwen_Qwen3-8B_Qwen_Qwen3-4B,baked_potato_slices,2,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.10555417572039838,0.2800000000000001,0.07004829002760626,0.0601343665306211,0.24,0.05118668956285656,0.028148148148148148,0.037037037037037035,0.03259259259259259
Qwen_Qwen3-8B_Qwen_Qwen3-4B,boiled_green_bean_slices,2,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.07561146165909524,0.20000000000000004,0.04579849979313953,0.02062445218687728,2.7755575615628914e-17,0.015338385155207156,0.1720226843100189,0.043478260869565216,0.10775047258979206
Qwen_Qwen3-8B_Qwen_Qwen3-4B,sliced_bell_pepper_and_lentil_stew,4,0.0,0.0,0.0,120,0.02234948604992658,0.025,0.02,0.06704845814977974,0.07500000000000001,0.06,0.07410495572537808,0.11111111111111112,0.0549317048495942,0.00984839834023557,1.3877787807814457e-17,0.011224668022939116,0.07365145228215768,0.008298755186721992,0.040975103734439834
Qwen_Qwen3-8B_Qwen_Qwen3-4B,sliced_pumpkin_and_chickpea_stew,4,0.0,0.0,0.0,120,0.13331035274175443,0.175,0.10703102453102453,0.08916205231864227,0.11456439237389598,0.07420662533682379,0.06783745484794426,0.11111111111111112,0.049195736735109456,0.016464894830882926,1.3877787807814457e-17,0.015958780442708674,0.01444043321299639,0.024067388688327317,0.019253910950661854
Qwen_Qwen3-8B_Qwen_Qwen3-4B,baked_mushroom_soup,3,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.06873671524663866,0.1558441558441558,0.044172303100977243,0.029748446077004588,0.04106854104114778,0.02214490464512874,0.08734602463605823,0.0335946248600224,0.060470324748040316
Qwen_Qwen3-8B_Qwen_Qwen3-4B,mashed_potato_and_pea_patty,5,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.06031731457065587,0.07142857142857142,0.052957270077205465,0.00799177121486494,0.0,0.014413772485131208,0.01670378619153675,0.025612472160356347,0.021158129175946547
